,polarity
5797,6
5798,6
5799,6
5800,6
5801,5
5802,6
5803,6
5804,5
5805,2
5806,1
5807,6
5808,2
5809,6
5810,2
5811,5
5812,1
5813,6
5814,1
5815,6
5816,6
5817,6
5818,6
5819,6
5820,2
5821,1
5822,5
5823,5
5824,6
5825,5
5826,6
5827,5
5828,1
5829,5
5830,5
5831,3
5832,3
5833,1
5834,1
5835,1
5836,1
5837,3
5838,1
5839,6
5840,6
5841,6
5842,6
5843,6
5844,2
5845,6
5846,1
5847,6
5848,6
5849,6
5850,1
5851,5
5852,6
5853,6
5854,6
5855,1
5856,6
5857,2
5858,3
5859,6
5860,6
5861,5
5862,1
5863,5
5864,6
5865,1
5866,6
5867,6
5868,5
5869,1
5870,6
5871,1
5872,6
5873,6
5874,1
5875,6
5876,6
5877,2
5878,2
5879,1
5880,6
5881,5
5882,5
5883,6
5884,6
5885,2
5886,6
5887,2
5888,6
5889,1
5890,2
5891,3
5892,6
5893,6
5894,6
5895,6
5896,2
5897,1
5898,2
5899,6
5900,2
5901,1
5902,6
5903,6
5904,2
5905,2
5906,1
5907,6
5908,1
5909,6
5910,1
5911,1
5912,3
5913,1
5914,1
5915,1
5916,6
5917,2
5918,6
5919,6
5920,6
5921,5
5922,1
5923,6
5924,6
5925,6
5926,1
5927,6
5928,2
5929,3
5930,6
5931,2
5932,2
5933,6
5934,1
5935,6
5936,6
5937,2
5938,2
5939,1
5940,6
5941,3
5942,6
5943,6
5944,5
5945,1
5946,3
5947,6
5948,2
5949,6
5950,6
5951,5
5952,6
5953,5
5954,6
5955,1
5956,1
5957,6
5958,6
5959,6
5960,6
5961,3
5962,6
5963,6
5964,1
5965,6
5966,6
5967,6
5968,6
5969,1
5970,6
5971,1
5972,2
5973,2
5974,2
5975,6
5976,6
5977,5
5978,6
5979,1
5980,1
5981,1
5982,6
5983,1
5984,6
5985,6
5986,6
5987,6
5988,6
5989,2
5990,6
5991,3
5992,3
5993,5
5994,1
5995,6
5996,2
5997,5
5998,6
5999,6
6000,1
6001,1
6002,6
6003,1
6004,2
6005,6
6006,6
6007,6
6008,1
6009,6
6010,6
6011,6
6012,6
6013,5
6014,2
6015,6
6016,6
6017,6
6018,6
6019,6
6020,1
6021,3
6022,2
6023,3
6024,6
6025,2
6026,2
6027,5
6028,1
6029,6
6030,2
6031,3
6032,6
6033,6
6034,6
6035,6
6036,3
6037,6
6038,6
6039,6
6040,2
6041,6
6042,6
6043,6
6044,2
6045,4
6046,3
6047,3
6048,3
6049,5
6050,6
6051,6
6052,6
6053,6
6054,2
6055,6
6056,6
6057,6
6058,5
6059,2
6060,2
6061,6
6062,6
6063,1
6064,6
6065,3
6066,6
6067,1
6068,5
6069,6
6070,1
6071,3
6072,6
6073,6
6074,6
6075,6
6076,6
6077,6
6078,3
6079,6
6080,3
6081,1
6082,2
6083,6
6084,6
6085,2
6086,6
6087,2
6088,6
6089,6
6090,5
6091,6
6092,1
6093,1
6094,6
6095,6
6096,6
6097,2
6098,6
6099,1
6100,5
6101,6
6102,3
6103,6
6104,1
6105,6
6106,1
6107,2
6108,6
6109,2
6110,2
6111,2
6112,2
6113,2
6114,1
6115,1
6116,6
6117,6
6118,3
6119,2
6120,6
6121,6
6122,6
6123,6
6124,6
6125,1
6126,1
6127,6
6128,6
6129,6
6130,1
6131,6
6132,6
6133,2
6134,3
6135,1
6136,4
6137,2
6138,2
6139,3
6140,1
6141,1
6142,5
6143,6
6144,6
6145,6
6146,6
6147,6
6148,6
6149,3
6150,6
6151,6
6152,2
6153,6
6154,6
6155,6
6156,6
6157,5
6158,6
6159,2
6160,6
6161,5
6162,1
6163,6
6164,6
6165,1
6166,6
6167,1
6168,2
6169,2
6170,6
6171,6
6172,1
6173,5
6174,6
6175,6
6176,2
6177,3
6178,2
6179,6
6180,1
6181,2
6182,6
6183,1
6184,3
6185,1
6186,6
6187,2
6188,1
6189,1
6190,2
6191,5
6192,5
6193,1
6194,6
6195,1
6196,6
6197,2
6198,1
6199,6
6200,6
6201,2
6202,2
6203,6
6204,5
6205,6
6206,6
6207,6
6208,6
6209,6
6210,1
6211,6
6212,4
6213,2
6214,6
6215,1
6216,3
6217,2
6218,6
6219,5
6220,6
6221,6
6222,3
6223,6
6224,6
6225,6
6226,3
6227,1
6228,1
6229,5
6230,6
6231,2
6232,2
6233,6
6234,2
6235,6
6236,6
6237,3
6238,6
6239,1
6240,3
6241,6
6242,6
6243,5
6244,6
6245,6
6246,6
6247,2
6248,1
6249,1
6250,6
6251,2
6252,6
6253,5
6254,6
6255,3
6256,3
6257,6
6258,6
6259,5
6260,6
6261,5
6262,6
6263,6
6264,6
6265,2
6266,6
6267,6
6268,2
6269,1
6270,6
6271,6
6272,5
6273,6
6274,2
6275,6
6276,6
6277,5
6278,1
6279,6
6280,6
6281,2
6282,6
6283,6
6284,6
6285,2
6286,2
6287,1
6288,2
6289,1
6290,6
6291,6
6292,2
6293,2
6294,1
6295,6
6296,5
6297,1
6298,6
6299,6
6300,2
6301,6
6302,1
6303,6
6304,1
6305,6
6306,2
6307,6
6308,2
6309,6
6310,6
6311,6
6312,2
6313,6
6314,5
6315,6
6316,6
6317,6
6318,3
6319,6
6320,6
6321,6
6322,5
6323,1
6324,2
6325,6
6326,6
6327,6
6328,2
6329,6
6330,5
6331,6
6332,5
6333,5
6334,2
6335,2
6336,6
6337,1
6338,6
6339,6
6340,6
6341,2
6342,5
6343,2
6344,1
6345,5
6346,1
6347,2
6348,1
6349,2
6350,1
6351,6
6352,1
6353,2
6354,2
6355,6
6356,1
6357,4
6358,5
6359,4
6360,2
6361,6
6362,1
6363,2
6364,2
6365,2
6366,1
6367,6
6368,1
6369,3
6370,2
6371,5
6372,1
6373,6
6374,2
6375,3
6376,6
6377,3
6378,6
6379,6
6380,6
6381,6
6382,3
6383,6
6384,6
6385,5
6386,6
6387,6
6388,6
6389,6
6390,1
6391,3
6392,3
6393,6
6394,6
6395,6
6396,6
6397,6
6398,6
6399,6
6400,6
6401,6
6402,6
6403,3
6404,6
6405,5
6406,5
6407,6
6408,5
6409,5
6410,6
6411,3
6412,5
6413,1
6414,6
6415,6
6416,5
6417,5
6418,2
6419,1
6420,1
6421,5
6422,5
6423,3
6424,6
6425,6
6426,1
6427,6
6428,1
6429,2
6430,2
6431,1
6432,6
6433,6
6434,6
6435,2
6436,1
6437,3
6438,6
6439,6
6440,6
6441,3
6442,6
6443,6
6444,6
6445,6
6446,6
6447,2
6448,6
6449,5
6450,6
6451,2
6452,6
6453,2
6454,6
6455,6
6456,6
6457,2
6458,2
6459,6
6460,6
6461,6
6462,6
6463,6
6464,1
6465,6
6466,2
6467,2
6468,1
6469,6
6470,6
6471,6
6472,2
6473,6
6474,6
6475,2
6476,6
6477,6
6478,6
6479,1
6480,2
6481,6
6482,1
6483,6
6484,5
6485,6
6486,5
6487,3
6488,1
6489,4
6490,6
6491,2
6492,6
6493,6
6494,2
6495,3
6496,6
6497,6
6498,1
6499,2
6500,6
6501,6
6502,6
6503,2
6504,6
6505,6
6506,6
6507,2
6508,6
6509,1
6510,6
6511,1
6512,5
6513,1
6514,3
6515,2
6516,2
6517,2
6518,6
6519,1
6520,6
6521,6
6522,1
6523,1
6524,1
6525,6
6526,1
6527,2
6528,2
6529,6
6530,5
6531,6
6532,2
6533,6
6534,6
6535,5
6536,1
6537,1
6538,6
6539,6
6540,2
6541,5
6542,6
6543,1
6544,3
6545,5
6546,2
6547,6
6548,6
6549,1
6550,2
6551,1
6552,2
6553,6
6554,6
6555,1
6556,6
6557,2
6558,6
6559,1
6560,2
6561,2
6562,2
6563,5
6564,2
6565,6
6566,2
6567,6
6568,6
6569,5
6570,6
6571,5
6572,6
6573,1
6574,6
6575,2
6576,6
6577,2
6578,6
6579,6
6580,1
6581,2
6582,5
6583,6
6584,4
6585,6
6586,1
6587,1
6588,2
6589,6
6590,6
6591,1
6592,6
6593,6
6594,6
6595,2
6596,6
6597,1
6598,2
6599,6
6600,2
6601,1
6602,2
6603,6
6604,6
6605,6
6606,6
6607,6
6608,3
6609,2
6610,6
6611,6
6612,6
6613,6
6614,1
6615,3
6616,6
6617,6
6618,1
6619,2
6620,1
6621,6
6622,6
6623,6
6624,1
6625,6
6626,2
6627,1
6628,2
6629,6
6630,1
6631,6
6632,5
6633,2
6634,2
6635,3
6636,6
6637,3
6638,1
6639,2
6640,6
6641,1
6642,6
6643,6
6644,6
6645,1
6646,1
6647,6
6648,6
6649,6
6650,2
6651,6
6652,6
6653,6
6654,6
6655,5
6656,1
6657,1
6658,6
6659,6
6660,2
6661,1
6662,6
6663,6
6664,6
6665,6
6666,5
6667,6
6668,6
6669,2
6670,6
6671,6
6672,6
6673,1
6674,1
6675,6
6676,6
6677,6
6678,6
6679,1
6680,6
6681,2
6682,6
6683,6
6684,6
6685,2
6686,2
6687,2
6688,6
6689,1
6690,5
6691,2
6692,6
6693,6
6694,1
6695,6
6696,2
6697,6
6698,6
6699,6
6700,1
6701,6
6702,6
6703,6
6704,6
6705,6
6706,6
6707,6
6708,6
6709,2
6710,6
6711,5
6712,2
6713,1
6714,1
6715,6
6716,6
6717,6
6718,1
6719,5
6720,1
6721,6
6722,6
6723,1
6724,1
6725,2
6726,2
6727,2
6728,6
6729,2
6730,1
6731,1
6732,4
6733,6
6734,6
6735,1
6736,6
6737,6
6738,2
6739,3
6740,6
6741,1
6742,6
6743,3
6744,1
6745,6
6746,6
6747,1
6748,6
6749,5
6750,1
6751,6
6752,5
6753,6
6754,6
6755,6
6756,6
6757,5
6758,6
6759,6
6760,6
6761,1
6762,5
6763,6
6764,2
6765,6
6766,6
6767,5
6768,6
6769,6
6770,6
6771,6
6772,6
6773,1
6774,2
6775,6
6776,6
6777,6
6778,6
6779,6
6780,2
6781,6
6782,6
6783,6
6784,6
6785,6
6786,6
6787,5
6788,6
6789,6
6790,1
6791,6
6792,6
6793,6
6794,2
6795,6
6796,6
6797,6
6798,6
6799,1
6800,2
6801,2
6802,6
6803,6
6804,1
6805,5
6806,5
6807,5
6808,6
6809,1
6810,3
6811,2
6812,6
6813,6
6814,6
6815,2
6816,1
6817,6
6818,2
6819,6
6820,6
6821,6
6822,1
6823,6
6824,6
6825,6
6826,2
6827,1
6828,6
6829,1
6830,6
6831,6
6832,6
6833,2
6834,3
6835,5
6836,1
6837,6
6838,6
6839,6
6840,5
6841,2
6842,2
6843,2
6844,1
6845,6
6846,4
6847,2
6848,6
6849,5
6850,2
6851,6
6852,6
6853,5
6854,6
6855,6
6856,6
6857,6
6858,6
6859,6
6860,1
6861,1
6862,2
6863,6
6864,2
6865,6
6866,6
6867,1
6868,6
6869,4
6870,1
6871,1
6872,5
6873,2
6874,6
6875,2
6876,6
6877,5
6878,5
6879,6
6880,2
6881,6
6882,3
6883,2
6884,6
6885,5
6886,2
6887,1
6888,1
6889,1
6890,6
6891,2
6892,1
6893,1
6894,1
6895,6
6896,5
6897,6
6898,2
6899,1
6900,6
6901,6
6902,5
6903,1
6904,6
6905,6
6906,6
6907,6
6908,2
6909,3
6910,5
6911,6
6912,6
6913,6
6914,1
6915,6
6916,6
6917,1
6918,5
6919,6
6920,1
6921,2
6922,6
6923,6
6924,6
6925,6
6926,6
6927,3
6928,2
6929,3
6930,6
6931,6
6932,2
6933,6
6934,6
6935,6
6936,6
6937,1
6938,1
6939,5
6940,2
6941,1
6942,6
6943,2
6944,6
6945,6
6946,3
6947,6
6948,6
6949,2
6950,1
6951,5
6952,2
6953,2
6954,2
6955,1
6956,2
6957,6
6958,2
6959,1
6960,2
6961,6
6962,1
6963,2
6964,3
6965,1
6966,6
6967,6
6968,6
6969,1
6970,6
6971,6
6972,6
6973,6
6974,5
6975,6
6976,1
6977,1
6978,1
6979,6
6980,6
6981,2
6982,5
6983,6
6984,6
6985,1
6986,1
6987,6
6988,1
6989,3
6990,1
6991,2
6992,6
6993,5
6994,6
6995,1
6996,5
6997,6
6998,6
6999,6
7000,6
7001,6
7002,5
7003,6
7004,6
7005,1
7006,6
7007,6
7008,2
7009,6
7010,2
7011,6
7012,6
7013,6
7014,6
7015,6
7016,6
7017,6
7018,3
7019,5
7020,6
7021,5
7022,3
7023,1
7024,2
7025,1
7026,2
7027,1
7028,6
7029,5
7030,3
7031,1
7032,1
7033,1
7034,1
7035,1
7036,1
7037,3
7038,6
7039,6
7040,1
7041,1
7042,5
7043,6
7044,5
7045,6
7046,2
7047,6
7048,6
7049,5
7050,6
7051,1
7052,6
7053,2
7054,2
7055,6
7056,3
7057,2
7058,6
7059,1
7060,1
7061,6
7062,1
7063,2
7064,6
7065,5
7066,6
7067,2
7068,6
7069,6
7070,6
7071,2
7072,6
7073,5
7074,2
7075,5
7076,1
7077,1
7078,2
7079,6
7080,2
7081,6
7082,2
7083,2
7084,6
7085,5
7086,1
7087,6
7088,6
7089,6
7090,6
7091,6
7092,6
7093,1
7094,6
7095,3
7096,1
7097,4
7098,6
7099,6
7100,6
7101,6
7102,3
7103,6
7104,6
7105,1
7106,6
7107,6
7108,5
7109,6
7110,6
7111,6
7112,6
7113,6
7114,6
7115,6
7116,2
7117,5
7118,6
7119,6
7120,6
7121,6
7122,2
7123,6
7124,6
7125,2
7126,6
7127,6
7128,6
7129,2
7130,6
7131,6
7132,2
7133,6
7134,6
7135,5
7136,6
7137,6
7138,6
7139,6
7140,6
7141,5
7142,6
7143,6
7144,1
7145,1
7146,6
7147,3
7148,1
7149,6
7150,6
7151,6
7152,5
7153,6
7154,1
7155,6
7156,6
7157,6
7158,2
7159,6
7160,2
7161,6
7162,6
7163,6
7164,1
7165,6
7166,6
7167,6
7168,6
7169,6
7170,6
7171,2
7172,6
7173,6
7174,6
7175,6
7176,6
7177,5
7178,2
7179,6
7180,1
7181,1
7182,2
7183,2
7184,6
7185,4
7186,1
7187,1
7188,2
7189,2
7190,2
7191,2
7192,6
7193,6
7194,6
7195,6
7196,1
7197,6
7198,6
7199,1
7200,6
7201,6
7202,5
7203,6
7204,2
7205,6
7206,5
7207,5
7208,5
7209,1
7210,6
7211,3
7212,3
7213,6
7214,6
7215,2
7216,2
7217,5
7218,2
7219,6
7220,5
7221,6
7222,6
7223,6
7224,3
7225,2
7226,2
7227,6
7228,6
7229,1
7230,3
7231,6
7232,6
7233,1
7234,1
7235,6
7236,2
7237,2
7238,6
7239,6
7240,6
7241,3
7242,6
7243,2
7244,1
7245,6
7246,6
7247,6
7248,5
7249,6
7250,5
7251,1
7252,3
7253,5
7254,1
7255,6
7256,6
7257,6
7258,6
7259,6
7260,6
7261,1
7262,1
7263,6
7264,6
7265,2
7266,6
7267,5
7268,6
7269,1
7270,6
7271,6
7272,1
7273,6
7274,2
7275,6
7276,5
7277,6
7278,2
7279,2
7280,6
7281,6
7282,6
7283,3
7284,2
7285,6
7286,5
7287,6
7288,6
7289,1
7290,6
7291,6
7292,3
7293,5
7294,6
7295,6
7296,2
7297,2
7298,6
7299,1
7300,6
7301,3
7302,6
7303,2
7304,1
7305,6
7306,6
7307,6
7308,6
7309,1
7310,2
7311,6
7312,1
7313,1
7314,3
7315,6
7316,1
7317,6
7318,1
7319,6
7320,1
7321,3
7322,6
7323,5
7324,6
7325,6
7326,6
7327,6
7328,6
7329,5
7330,6
7331,6
7332,6
7333,6
7334,5
7335,5
7336,6
7337,5
7338,3
7339,6
7340,2
7341,2
7342,5
7343,1
7344,1
7345,2
7346,1
7347,6
7348,2
7349,5
7350,1
7351,1
7352,6
7353,2
7354,5
7355,6
7356,1
7357,6
7358,6
7359,6
7360,5
7361,6
7362,6
7363,6
7364,6
7365,5
7366,1
7367,6
7368,5
7369,6
7370,3
7371,3
7372,2
7373,6
7374,5
7375,3
7376,3
7377,1
7378,5
7379,6
7380,6
7381,6
7382,6
7383,5
7384,6
7385,6
7386,2
7387,6
7388,6
7389,6
7390,6
7391,5
7392,5
7393,6
7394,2
7395,1
7396,1
7397,6
7398,1
7399,5
7400,6
7401,6
7402,2
7403,2
7404,1
7405,6
7406,2
7407,6
7408,5
7409,6
7410,2
7411,5
7412,1
7413,6
7414,6
7415,2
7416,2
7417,6
7418,6
7419,6
7420,1
7421,6
7422,2
7423,6
7424,6
7425,6
7426,5
7427,2
7428,2
7429,6
7430,6
7431,6
7432,2
7433,6
7434,6
7435,6
7436,6
7437,2
7438,5
7439,3
7440,6
7441,1
7442,1
7443,6
7444,3
7445,2
7446,5
7447,6
7448,6
7449,1
7450,6
7451,6
7452,1
7453,6
7454,6
7455,6
7456,6
7457,1
7458,2
7459,6
7460,5
7461,1
7462,1
7463,1
7464,1
7465,6
7466,5
7467,6
7468,5
7469,1
7470,2
7471,6
7472,6
7473,6
7474,2
7475,6
7476,6
7477,3
7478,3
7479,6
7480,6
7481,6
7482,6
7483,6
7484,1
7485,6
7486,2
7487,1
7488,6
7489,6
7490,6
7491,6
7492,1
7493,1
7494,5
7495,6
7496,5
7497,6
7498,6
7499,6
7500,1
7501,5
7502,5
7503,1
7504,3
7505,1
7506,1
7507,2
7508,2
7509,2
7510,6
7511,1
7512,6
7513,6
7514,1
7515,6
7516,6
7517,6
7518,1
7519,1
7520,6
7521,6
7522,6
7523,6
7524,6
7525,6
7526,6
7527,6
7528,4
7529,1
7530,1
7531,6
7532,6
7533,3
7534,3
7535,6
7536,1
7537,6
7538,6
7539,6
7540,5
7541,1
7542,5
7543,2
7544,6
7545,6
7546,6
7547,2
7548,2
7549,6
7550,1
7551,6
7552,6
7553,6
7554,6
7555,2
7556,6
7557,6
7558,6
7559,6
7560,3
7561,5
7562,2
7563,6
7564,6
7565,6
7566,6
7567,3
7568,3
7569,6
7570,1
7571,6
7572,6
7573,6
7574,2
7575,1
7576,1
7577,6
7578,1
7579,1
7580,2
7581,6
7582,5
7583,1
7584,6
7585,6
7586,6
7587,5
7588,2
7589,6
7590,6
7591,6
7592,1
7593,6
7594,6
7595,6
7596,3
7597,6
7598,6
7599,6
7600,2
7601,5
7602,1
7603,6
7604,5
7605,6
7606,6
7607,6
7608,1
7609,6
7610,1
7611,3
7612,3
7613,2
7614,2
7615,2
7616,5
7617,2
7618,6
7619,1
7620,6
7621,2
7622,1
7623,2
7624,6
7625,6
7626,1
7627,6
7628,1
7629,2
7630,5
7631,6
7632,6
7633,3
7634,2
7635,5
7636,6
7637,5
7638,6
7639,3
7640,2
7641,6
7642,1
7643,6
7644,6
7645,6
7646,6
7647,1
7648,6
7649,5
7650,5
7651,3
7652,6
7653,6
7654,1
7655,2
7656,6
7657,6
7658,6
7659,3
7660,6
7661,6
7662,6
7663,1
7664,5
7665,6
7666,3
7667,6
7668,6
7669,1
7670,2
7671,2
7672,6
7673,5
7674,5
7675,1
7676,6
7677,2
7678,1
7679,6
7680,6
7681,4
7682,3
7683,3
7684,2
7685,6
7686,1
7687,6
7688,6
7689,1
7690,1
7691,5
7692,2
7693,6
7694,6
7695,6
7696,1
7697,6
7698,2
7699,1
7700,1
7701,5
7702,2
7703,4
7704,1
7705,6
7706,1
7707,6
7708,6
7709,6
7710,1
7711,6
7712,6
7713,6
7714,6
7715,1
7716,6
7717,6
7718,3
7719,3
7720,6
7721,6
7722,6
7723,1
7724,2
7725,2
7726,3
7727,6
7728,5
7729,6
7730,2
7731,2
7732,6
7733,1
7734,6
7735,3
7736,6
7737,1
7738,6
7739,3
7740,6
7741,1
7742,1
7743,5
7744,6
7745,3
7746,1
7747,6
7748,2
7749,6
7750,3
7751,3
7752,1
7753,1
7754,6
7755,6
7756,2
7757,6
7758,2
7759,6
7760,6
7761,3
7762,6
7763,1
7764,6
7765,6
7766,2
7767,6
7768,1
7769,6
7770,6
7771,1
7772,6
7773,6
7774,1
7775,2
7776,1
7777,6
7778,6
7779,4
7780,3
7781,3
7782,1
7783,1
7784,1
7785,2
7786,1
7787,6
7788,2
7789,3
7790,6
7791,6
7792,1
7793,5
7794,1
7795,6
7796,3
7797,2
7798,6
7799,5
7800,6
7801,6
7802,6
7803,5
7804,6
7805,6
7806,1
7807,6
7808,6
7809,6
7810,6
7811,2
7812,5
7813,6
7814,6
7815,4
7816,2
7817,2
7818,6
7819,3
7820,6
7821,5
7822,6
7823,6
7824,6
7825,1
7826,2
7827,6
7828,6
7829,1
7830,2
7831,1
7832,1
7833,6
7834,1
7835,6
7836,5
7837,1
7838,1
7839,6
7840,6
7841,6
7842,3
7843,2
7844,6
7845,6
7846,2
7847,5
7848,5
7849,6
7850,6
7851,3
7852,6
7853,6
7854,2
7855,6
7856,6
7857,3
7858,6
7859,6
7860,6
7861,6
7862,6
7863,1
7864,3
7865,6
7866,2
7867,2
7868,2
7869,6
7870,1
7871,1
7872,1
7873,6
7874,1
7875,6
7876,6
7877,6
7878,2
7879,2
7880,2
7881,5
7882,6
7883,6
7884,1
7885,6
7886,6
7887,6
7888,1
7889,2
7890,3
7891,6
7892,6
7893,6
7894,6
7895,1
7896,6
7897,6
7898,6
7899,2
7900,6
7901,6
7902,6
7903,1
7904,6
7905,6
7906,2
7907,1
7908,1
7909,6
7910,1
7911,1
7912,2
7913,1
7914,6
7915,1
7916,6
7917,4
7918,1
7919,6
7920,3
7921,6
7922,6
7923,1
7924,6
7925,6
7926,6
7927,6
7928,6
7929,2
7930,3
7931,2
7932,6
7933,1
7934,5
7935,2
7936,6
7937,6
7938,2
7939,5
7940,2
7941,1
7942,6
7943,6
7944,2
7945,6
7946,4
7947,5
7948,1
7949,6
7950,1
7951,6
7952,6
7953,6
7954,2
7955,5
7956,6
7957,1
7958,6
7959,6
7960,2
7961,6
7962,6
7963,2
7964,6
7965,2
7966,6
7967,1
7968,2
7969,2
7970,6
7971,1
7972,2
7973,1
7974,5
7975,1
7976,6
7977,6
7978,6
7979,1
7980,6
7981,1
7982,1
7983,3
7984,6
7985,2
7986,5
7987,6
7988,2
7989,6
7990,6
7991,6
7992,1
7993,5
7994,6
7995,1
7996,1
7997,6
7998,2
7999,6
8000,1
8001,6
8002,6
8003,6
8004,6
8005,1
8006,6
8007,6
8008,6
8009,2
8010,6
8011,1
8012,6
8013,1
8014,1
8015,2
8016,1
8017,6
8018,6
8019,6
8020,1
8021,1
8022,6
8023,6
8024,5
8025,6
8026,2
8027,1
8028,2
8029,1
8030,3
8031,6
8032,3
8033,6
8034,1
8035,5
8036,6
8037,6
8038,5
8039,6
8040,6
8041,6
8042,6
8043,6
8044,1
8045,6
8046,3
8047,2
8048,6
8049,6
8050,6
8051,1
8052,6
8053,2
8054,1
8055,5
8056,6
8057,6
8058,1
8059,6
8060,1
8061,2
8062,1
8063,6
8064,2
8065,6
8066,1
8067,6
8068,6
8069,5
8070,2
8071,5
8072,6
8073,6
8074,1
8075,3
8076,1
8077,2
8078,1
8079,6
8080,6
8081,1
8082,6
8083,3
8084,6
8085,6
8086,1
8087,1
8088,3
8089,2
8090,6
8091,1
8092,6
8093,6
8094,1
8095,1
8096,1
8097,6
8098,2
8099,6
8100,6
8101,3
8102,6
8103,6
8104,1
8105,6
8106,2
8107,5
8108,6
8109,6
8110,1
8111,6
8112,6
8113,2
8114,6
8115,6
8116,1
8117,6
8118,6
8119,6
8120,6
8121,6
8122,6
8123,1
8124,2
8125,2
8126,5
8127,2
8128,2
8129,5
8130,5
8131,1
8132,2
8133,6
8134,1
8135,6
8136,6
8137,6
8138,3
8139,1
8140,2
8141,2
8142,2
8143,6
8144,6
8145,2
8146,5
8147,6
8148,2
8149,1
8150,6
8151,2
8152,1
8153,1
8154,1
8155,6
8156,6
8157,1
8158,6
8159,6
8160,5
8161,2
8162,6
8163,6
8164,6
8165,6
8166,3
8167,6
8168,6
8169,2
8170,1
8171,2
8172,6
8173,2
8174,6
8175,6
8176,3
8177,6
8178,5
8179,6
8180,2
8181,6
8182,6
8183,6
8184,2
8185,6
8186,1
8187,3
8188,6
8189,6
8190,1
8191,2
8192,1
8193,1
8194,6
8195,6
8196,6
8197,6
8198,2
8199,6
8200,1
8201,6
8202,6
8203,1
8204,1
8205,6
8206,6
8207,6
8208,6
8209,5
8210,6
8211,1
8212,2
8213,2
8214,1
8215,3
8216,6
8217,6
8218,6
8219,6
8220,6
8221,2
8222,6
8223,6
8224,6
8225,6
8226,2
8227,2
8228,1
8229,6
8230,2
8231,1
8232,6
8233,6
8234,3
8235,2
8236,6
8237,4
8238,2
8239,1
8240,6
8241,6
8242,6
8243,1
8244,1
8245,4
8246,3
8247,1
8248,6
8249,6
8250,6
8251,6
8252,6
8253,6
8254,6
8255,6
8256,6
8257,6
8258,1
8259,5
8260,6
8261,2
8262,6
8263,2
8264,1
8265,6
8266,2
8267,6
8268,6
8269,1
8270,6
8271,6
8272,4
8273,6
8274,6
8275,5
8276,6
8277,1
8278,1
8279,1
8280,6
8281,2
8282,1
8283,1
8284,1
8285,6
8286,6
8287,2
8288,6
8289,6
8290,6
8291,1
8292,6
8293,6
8294,6
8295,6
8296,6
8297,6
8298,6
8299,6
8300,2
8301,6
8302,1
8303,1
8304,6
8305,3
8306,1
8307,5
8308,6
8309,1
8310,6
8311,6
8312,1
8313,2
8314,6
8315,1
8316,6
8317,2
8318,1
8319,2
8320,1
8321,6
8322,6
8323,1
8324,6
8325,2
8326,6
8327,2
8328,6
8329,6
8330,3
8331,6
8332,6
8333,6
8334,6
8335,6
8336,5
8337,1
8338,6
8339,6
8340,6
8341,6
8342,2
8343,1
8344,2
8345,6
8346,1
8347,6
8348,2
8349,3
8350,1
8351,3
8352,6
8353,6
8354,6
8355,6
8356,6
8357,6
8358,6
8359,6
8360,6
8361,1
8362,2
8363,1
8364,3
8365,6
8366,2
8367,6
8368,6
8369,6
8370,6
8371,2
8372,2
8373,6
8374,2
8375,2
8376,3
8377,6
8378,6
8379,4
8380,5
8381,1
8382,6
8383,6
8384,6
8385,3
8386,2
8387,2
8388,2
8389,6
8390,6
8391,2
8392,6
8393,2
8394,2
8395,6
8396,2
8397,6
8398,6
8399,6
8400,1
8401,5
8402,2
8403,2
8404,5
8405,6
8406,6
8407,2
8408,6
8409,5
8410,6
8411,2
8412,2
8413,6
8414,1
