,text,label
13590,这就是为什么好的事情没人追捧坏的事情无限放大更何况这本身是坏事么请问？ ,5
13591,你说说他做了什么了不起的事给华人涨脸了，是给你们这种低等生物涨脸了吧 ,5
13592,你这样做家长满意吗 ,6
13593,家长很是满意呢 ,6
13594,哈哈哈哈哈哈哈那你不是很棒棒 ,1
13595,毕业时，事情太多，没时间惆怅 ,3
13596,他们好high，衣服都脱了 ,6
13597,毕业了，那个时候有一种什么都是浮云的豪气 ,2
13598,对的对的，还有人穿旗袍，中山装，还有和情深深雨蒙蒙里女学生穿的衣服一样的服装 ,6
13599,诶呀呀呀！好棒好棒 ,2
13600,我还是比较在意以资鼓励 ,6
13601,你看看庸俗了庸俗啦哈哈哈不过公司也太不实在了 ,1
13602,发钱了我好春节请你们吃饭啊哈哈 ,1
13603,诶呀妈呀～对了我过年回东北 ,6
13604,西华师大的茶不思具体在哪个位置啊？找不到诶 ,6
13605,学府花园进门，向左走，好吃馆旁边 ,6
13606,找不到学府花园，怎么办？ ,6
13607,一期中门斜对面就是学府花园 ,6
13608,找到了，依旧是最爱的不思。还买到了笔记本，送了vip。谢谢茶姐～ ,2
13609,不错啊，到海口了？ ,6
13610,凉爽，就是机位不好，想拍夜景但是城市黑灯瞎火的，直接略过。一切按计划在走。哈哈，低调行事，微信圈不发了。 ,1
13611,我明天去桂林，3号北海见，你大概几点到？我是中午 ,6
13612,我一般也不洗 ,6
13613,为啥呀？求解？ ,6
13614,因为冷，麻烦，要带一堆东西，女人，你懂的 ,6
13615,看完这15条评论评论，只有一个人承认她演技好，这我就放心了，现在观众没那么好忽悠了。 ,5
13616,凡是要换个角度看问题万一是你眼瞎呢？ ,5
13617,我眼都瞎了怎么换角度看问题，不像你处女膜破了还可以去医院修复骗男人，我没你行。 ,5
13618,帅府有鬼看了么？我比较喜欢那一集 ,2
13619,还没追到那儿呢，都说很精彩， ,2
13620,十分期待第三季王老师去 ,2
13621,对啊我也有想过，想象过王凯凯推理的样子 ,2
13622,雷瑶是不晓得那个人是我迈！爱你么么哒可我不能接受太胖啊 ,6
13623,早安，看样子她不晓得你也不可能变那么胖 ,6
13624,我昨天次东西次遭了现在肚子痛的要不得了 ,3
13625,这样真的好喝吗？我女儿最近只能流食，榨各种果汁啊 ,6
13626,每个人的口味都不同，我不能保证所有人都喜欢啊 ,6
13627,好吧，晚上回家试试看，绿绿的看起来很清爽 ,6
13628,你最好先问问她喜不喜欢牛油果，很多人吃不惯它的味道 ,6
13629,为您鼓掌为您歌颂！ ,2
13630,在这里，我要感谢我的挚友，道婆，是她陪我每天行走两万步 ,6
13631,而我，却没有瘦，因为我每天都点七分糖的奶茶！ ,3
13632,哇这不是最新款卡地亚coke之恋嘛，酷到飞起！！ ,2
13633,真的太识货了！你喜欢我送你 ,2
13634,哎呀不行不行我不能要这么贵重的东西还是姐戴着好！ ,2
13635,艾伦儿，我相中个小伙儿，他贼拉喜欢你，你要是翻了我的牌子我就截图跟他表白去你说咋样。 ,2
13636,这主意不错，我是你的后援团，加油！ ,2
13637,点赞评论多的话就能上热评，上热评才有机会被艾伦儿翻牌。然而我还害怕出现这个结果，还没有勇气表白 ,6
13638,加油！勇敢！我支持你哈！ ,2
13639,大侄子要打比赛了，他努力比赛，我努力攒勇气，巴拉巴拉小魔仙们加油祝我上热评 ,6
13640,我特别喜欢郭艾伦，今天考试，我答完卷纸就想他 ,2
13641,太可爱，我也是爱他所爱 ,2
13642,哈哈我记得这个当时听好多遍妹纸好有才 ,1
13643,过奖了，现在看看其实做的挺渣的 ,6
13644,真心不错再看还是笑翻关键还是那段时光太美妙 ,2
13645,求求官方把一加5断流问题修复一下吧我王者荣耀被坑惨了 ,3
13646,2.4g和5g只选一个，主要是路由器不行，所以它会一直换。 ,6
13647,学校的路由器我们也换不了啊 ,3
13648,有什么纠结的，再洗一遍就好了 ,6
13649,对我又洗了一遍 ,6
13650,我知道你一定是盯着你短小的金针菇陷入了沉思 ,6
13651,郑爽挺真实的，和我们普通人很像。 ,6
13652,就像本人被别人骂了难听的，心里定然不爽快得发泄出来明星本来就难做 ,6
13653,而且郑爽不是主动先骂人的 ,6
13654,原来你是从这个小小的家出生、成长、走出去的！看到你家，也仿佛看到了我的家一样！ ,6
13655,把我埋在爷爷，奶奶，父母的旁边，这样说着便已经泪流满面。 ,3
13656,秋天来了，希望你尽快找到那个给你暖被窝的人！ ,6
13657,次饭，第三个菜是烧糊了，还是酱油加多了 ,6
13658,木有，那是香菇红烧猪蹄，超级好吃 ,2
13659,现在的女生，会炒几个菜能吃就不错了，炒鸡好吃太奢侈，哈哈哈 ,1
13660,哈哈哈，可能我比较喜欢烧菜 ,1
13661,"这不是感觉一个月都可以写不宜上班,hhhh ",1
13662,哈哈对，直到春节，再写『不宜派红包』 ,1
13663,上门的小朋友们手上拿着宜收红包的日历 ,6
13664,悲哀啊  一点民族认同感都没有 ,3
13665,悲哀啊把自己的优越感带到了民族优越感 ,5
13666,谁悲哀也不知道可怜人 ,5
13667,福山大叔超级帅！！不解释！！ ,2
13668,对！越看越有味道 ,2
13669,第一季的神探伽里略帅到无以复加！我是眼镜控啊！！！超爱大叔！ ,2
13670,得了吧，只有十一人获刑是因为证据不足，因为证据不足漏网的罪人还少吗？不要听风就是雨脑子都不动一下就粘贴复制 ,5
13671,判刑的十一个人也没证据 ,5
13672,？？？？你真的看了这个案子吗？为了黑而黑就没意思了 ,5
13673,#解说瓶子#  告白视频、雷蛇耳机、七夕大礼包这个七夕让你不再孤单 ,6
13674,抽到我的机会只有0.0000001 ,6
13675,啥叫万一万一中了呢 ,6
13676,我妈说“为哟，个个脸都长圆完” ,6
13677,我妈刚才说什么你不是也听见了吗 ,6
13678,你妈只伤害了pyx一个人 ,6
13679,官方好像选择了一张，最踏实的照片 ,6
13680,花絮比海报美好多 ,2
13681,动起来的小马可灵动了呢 ,2
13682,你大冷天  去这干啥？ ,6
13683,一个人无聊，去鱼嘴公园晃悠 ,6
13684,看来你是真的抛弃老李了 ,6
13685,是他抛弃我了哎，一个人跑宜兴去玩了 ,6
13686,放假早收假晚拉仇恨 ,6
13687,年假请的干干净净从此一身轻松 ,6
13688,开年就清空年假太有魄力了佩服佩服 ,2
13689,就喊了一声~没看错的话，花儿跟秦思雨匆匆就走了~ ,6
13690,哈哈，也是缘分～ ,1
13691,人缘太好，签名合影的太多粉丝，我都没机会 ,6
13692,妳小分队长，不着急哈～ ,6
13693,总烦花姐姐容易被嫌弃我要矜持点儿 ,6
13694,总感觉爱茉莉上色不均匀 ,6
13695,太润了，所以不均匀 ,6
13696,最近看那个兰芝的双色口红不错 ,2
13697,天啊，糖没吃到，吃了一嘴的玻璃渣 ,6
13698,下集应该会有糖 ,6
13699,下集女主在监狱吃糖？这剧情，反转的让人受不了 ,6
13700,应该不会，瑛珠是开挂的，宋秘书很可能被她反制服 ,6
13701,我觉得，如果女主下集被抓，男主可能会拿审判书要挟代表救女主或是联合秘书对抗代表 ,6
13702,最好别这样太套路 ,6
13703,他根本没正视你的话，下次直接报警！ ,5
13704,是的，下次只能拜托公安朋友们了，为民除害 ,5
13705,卖保险也不能这样卖，中毒太深！ ,5
13706,小朋友在家里心里有阴影的 ,5
13707,冲到终点，最后是城市！ ,6
13708,你冲到过么我是一路各种死去活来的 ,6
13709,我都死的不耐烦了！一个美国人连续玩了48小时后到达了城市！ ,6
13710,居然毫无违和哈哈哈哈哈 ,1
13711,帅波在华波的映衬下！五官太他娘的好看了 ,2
13712,哈哈哈哈哈哈我觉得他打扮成这样很好看啊 ,1
13713,小漫画我肯定买 ,6
13714,能做自己喜欢的事情，真的乐在其中~！ ,1
13715,这就是花花经常提及的自由吧 ,6
13716,这气质没谁了 ,6
13717,老了哎，一起玩的都是9596 ,3
13718,这才说明姐年轻哇都能跟9596玩到一起 ,6
13719,这是在学校，还能老黄瓜刷绿漆哈哈 ,1
13720,大家也都说我肚子不大马上28周了 ,6
13721,哈哈哈哈怀孕前胖别人说肚子大不开心  现在被说肚子不大也不开心 ,1
13722,对哦，觉得自己现在心理好变态，哈哈哈 ,1
13723,鞋鞋好漂亮，我喜欢 ,2
13724,可便宜姐姐来一打 ,6
13725,啥牌子，多钱，真的可好看呀 ,2
13726,星期六开元打折买的四百多我跟你讲她家好多高跟都好看呢 ,2
13727,我要去看看，跟高不高 ,6
13728,视频打不开，就想过来和宝宝说一句，宝宝拍视频辛苦了 ,6
13729,也是憋了很久才拍的，就是觉得这老人不该骂人，还很嚣张 ,5
13730,是的呢，有些老人倚老卖老，宝宝做得对，就该曝光下 ,5
13731,别，我真没想到这视频能上各大头条，说明大家平时应该也有遇到这种事 ,5
13732,可能她卖的是肉松饼，鸡蛋糕，大煎饼，豆腐脑 ,6
13733,那就是好姑娘！！！ ,2
13734,嗯，我跟你的兴趣一样。喜欢跟妹子谈人生聊理想 ,6
13735,又拿你姐照片出来骗人！ ,6
13736,别人不会以为她是我 ,6
13737,也是   差别那么大 ,6
13738,难道你不在眼前，在路上？七夕不是应该秀恩爱吗 ,6
13739,你呢？怎么过的？ ,6
13740,跟平时没什么差别呀，快说，你到底怎么回事 ,6
13741,难道你上厕所，有男的进来了？ ,6
13742,这个，私下和你讲。说出来太丢人了！ ,6
13743,那肯定是你上厕所有男的闯进来了！ ,6
13744,牛油果乳液和紫苏水，官网就有了 ,6
13745,紫苏水不是适合长痘痘的吗。我不长痘 ,6
13746,长痘不知道，一开始是听说对闭口有用 ,6
13747,室友也在用这样一套，她说好用。可是她是长痘长闭口的皮肤 ,6
13748,又瘦又健康的样子超级美啊 ,2
13749,现在又胖又不健康 ,3
13750,就是想夸你美，接着 ,2
13751,我觉得还小呢，这个快就催过婚了？ ,6
13752,催我找对象，刚才外公一直在边上烦，我从最初的敷衍转变到逃离现场 ,3
13753,以后敷衍也免掉直接跑 ,6
13754,想起高中的时候中午偷偷回家看比赛 ,6
13755,逃课吗？这我还真没有过诶 ,6
13756,不不不，中午午休时间不休息回家 ,6
13757,哈，存硬币当嫁妆！ ,1
13758,师姐你确定我毕业就能找到对象吗 ,6
13759,可能还没毕业就已经有了咯！嘻嘻，怎么还没睡呀？ ,1
13760,我估计是不会有的了 ,6
13761,我都看了不下十遍了 ,6
13762,正常，2001年的电影，很久了 ,6
13763,额~是说对这部片的喜爱~才会重复去看。 ,6
13764,好家伙，普及性知识啦！男人会感谢你的 ,2
13765,哈哈，我的小咖秀点评一下了 ,1
13766,我要一一试试看能不能达到我要的效果 ,6
13767,ohyeahohyeah我也最喜欢这样了 ,2
13768,是啊，不晓得是不是蛇蛇发现了，需要平衡下，之前300以下的店也恢复到319了，而且不送东西，活动名称倒没变 ,6
13769,快夸奖我，那家店还是tb无敌宝找的呢 ,6
13770,要积极啊，我觉得你要找点爱好什么的调节一下情绪了啊 ,6
13771,是啊，要不就抑郁了 ,6
13772,每天看你发的，我都觉得你要抑郁了 ,6
13773,每天心理憋的难受 ,3
13774,这样不行的呀，你得多和朋友们出来撇一撇 ,6
13775,恩，走陪我去浪 ,6
13776,我一直给陈小凯买曼秀雷敦的洗面奶啊润肤乳啊什么的，很好用哦~ ,2
13777,嗯嗯，你们都是免费的推销员 ,6
13778,哈哈，真的啦，你用了就知道啦，清爽不油腻哦~ ,1
13779,我朋友在旁边都是哈哈哈哈哈我去，牛逼，这么帅，这么美最后哇好激动 ,1
13780,我朋友比较内敛，没大笑 ,6
13781,我没笑，她们说我笑点好低，主要是人少笑了感觉尴尬 ,6
13782,不是应该说笑点高么？ ,6
13783,哈哈哈哈哈，对啊搞错了 ,1
13784,你同学真是高手！！ ,2
13785,呸呸呸，您太无礼了，人家是著名航空摄影师哦，不是我同学噻 ,6
13786,著名摄影师也理你呀！！ ,6
13787,小点头发不秃啦！ ,6
13788,我也好奇她头发怎么好的 ,6
13789,哈哈哈哈哈变得超级厚又蓬松 ,1
13790,最重要的是头发分缝处变窄了，这个就厉害了。 ,6
13791,你的后援团还在给你加油打气呢，好好的！ ,2
13792,今天不舒服不开心浑身乏力哎木有正能量了很纠结 ,3
13793,给你打气，赶紧充满正能量 ,2
13794,说的好像鹿晗上跑男不是为了火是的！ ,6
13795,不用上跑男鹿晗就很火 ,5
13796,那还上什么跑男！ ,5
13797,感觉好刺激明年来战，老板活动要继续啊 ,6
13798,你不行，太瘦了，大门原来200斤的咧 ,6
13799,大门以前有200？不可能吧 ,6
13800,不会的！你是一个阳光向上得好青年！你的品味不允许！ ,6
13801,怕以后我老了就是个糟老太 ,6
13802,不会。只要有工作就不会的。 ,6
13803,邓啊，你算不上脑残粉，最多算脑残 ,5
13804,以后打这个吧，有意思的，里面的末世模式和求生之路差不多，可以在线一起打的 ,6
13805,我下个就好了，你个逼就打几天 ,6
13806,其他的坑爹，但是使命召唤这个游戏经典的，而且不像lol打了累，欢乐的 ,6
13807,好哥信你一次，我去下个 ,6
13808,叫他们都下一起好玩 ,6
13809,他们电脑玩不起来 ,6
13810,你是不是在吃醋啊？姑娘 ,6
13811,呵呵，我吃醋，我吃哪门子的醋哦 ,6
13812,你不是喜欢他喜欢的无法自拔 ,6
13813,支持袁姗姗到底了！姐就是看那不惯出口成脏的人！ ,5
13814,他们说的太难听 ,5
13815,她们有什么资格说别人自己是个什么东西想证明自己倾国倾城就上传一张靓照给大家瞧瞧 ,5
13816,曾经给你下过老鼠药没想到你自己这个人有毒以毒攻毒我的老鼠药都毒不死你 ,5
13817,妈的！我属鼠怕毛线的老鼠药下次试试敌敌畏 ,5
13818,get到了下次和你去玩你就要注意了 ,6
13819,我打了两年都是死亡组 ,6
13820,加油，场场都当决赛来踢 ,2
13821,第一年被拿波里双杀第三名出局 ,6
13822,哈哈  二本就是二本  别说什么重点大学行吗  聊城人都不好意思了 ,5
13823,山东省也是重点大学的好不好，你聊城的就代表你了解？ ,5
13824,二本还重点吗？ ,5
13825,还有一年要好好把握呀! ,6
13826,大四只上一天课我肯定不会待在学校哒…只能把兄弟借过来当男喷油使了哈哈哈 ,1
13827,兄弟也能发展成男朋友的 ,6
13828,郭老师也是草莓味哒，晚安啦 ,6
13829,谢谢您的赞誉！「旋转跳跃」 ,2
13830,周一快乐，今天吃了啥 ,1
13831,还有上次用积分换的空港易行在昆明机场不让用啊啊啊啊啊啊啊 ,6
13832,请问具体是什么时间呢？ ,6
13833,17年1月1日想使用不让用  16年12月25日换的 ,6
13834,牛批，我一万块的笔记本都没有1060的显卡，这个游戏怕是只有外星人可以玩了 ,6
13835,玩不了的可以玩现行版真是什么配置都想玩顶配 ,6
13836,玩啊，怎么不玩，我没说我不玩现行，我也不敢奢求高配 ,6
13837,长沙。欢迎你。天天和泽兄喝起滴 ,6
13838,快打，还2个多月就回来 ,6
13839,不明白。你迭戈儿热有病。还有两个多月是鬼都回来打。 ,6
13840,这么辣的饺子！ ,6
13841,一点都不辣~完全没辣味啊~亲爱的你不能吃辣？ ,6
13842,算湖南人里面很差的，不过现在能吃点了〜 ,6
13843,自己做的还可以做包装还厉害 ,6
13844,你怎么那么早就有小关要发的图片，难道仁兄有预知未来的能力 ,6
13845,其实她facebook早发了 ,6
13846,你肝功有问题，你是不是有脂肪肝，酒精肝 ,6
13847,不知道啊，今年春天去一汽的时候还没问题啊。不过今年喝酒是比较多，而且也胖了很多 ,3
13848,去查查b超，有可能脂肪肝，血脂高了 ,6
13849,不是应该老公记住老婆生日的么？严重程度和他给你的家用成正比 ,6
13850,按常理应该是，但是猪都可能上树的年代，啥事不能颠复呢 ,6
13851,那就按照原则办事，据说很多人的原则就3字：看心情。你哪天有心情了，他哪天过生日~ ,6
13852,除了穷和丑  真的 ,6
13853,哈哈哈哈哈哈你真的幸运 ,1
13854,想收回这句话，抽奖取消了 ,6
13855,男的挺有味道长的！ ,2
13856,那是，帅吧，你怎么还没睡 ,2
13857,是谁阿？电影？我已经睡一觉醒来了哈哈 ,1
13858,对，我下午睡了一整个下午，现在太精神了 ,2
13859,啧啧很不错阿这男的！我再去睡了！晚安早点睡！ ,2
13860,为什么你会那么装而且每次都是那种演戏的风格可怜楚楚可怜楚楚我很讨厌这种女生拍戏可以稍微有点水准吗。 ,5
13861,很好，你去演 ,5
13862,每个人每个人的看法没必要专门点我的评论回复我表示你对她的支持 ,5
13863,我没说支持吧，当你再说别人同时要想你自己能不能比他好，好了你再说，不好你也没权利 ,5
13864,朱正廷小哥哥人傻颜好声甜是傻白甜本人了还是上戏中国舞专业第一哦从101一直没黑料值得pick哦 ,2
13865,我炒鸡喜欢朱正廷啊颜值完全戳中我！！！给小哥哥疯狂打call！ ,2
13866,仙子正颜值杠杠的，在大学就小有名气，欢迎小姐姐来pick ,2
13867,你不是应该学防狼术的嘛 ,6
13868,搏击比较好玩啊.有超帅的后旋转侧踢 ,6
13869,那个是散打吧。自由搏击貌似包括好多，泰拳空手道跆拳道都算 ,6
13870,我刚刚我刚才也中奖了哎哈哈哈哈哈哈哈哈开心 ,1
13871,啥啥啥？？快分享一下 ,6
13872,一个束口包比不上现金来的实在啊！！ ,6
13873,不错了，不错了。我今天本来都绝望了，还想着开完这些就再也不转了。结果这，让我怎么停下来啊 ,6
13874,我18年第一次中…这都快四月了…还是继续转早晚会中的 ,6
13875,的确是我过分了。希望仍是友。 ,6
13876,有时跟自己未必有关系的，你不要想多了。 ,6
13877,但确实是我过分了。未来我相信还会做pengyou. ,6
13878,因为芹菜是西方著名歌星林志颖的成名曲，民间为了纪念他，每年的万圣节都会包芹菜馅儿的饺子 ,6
13879,哈哈哈哈哈竟然还真有这么首歌满分了你这次的评论去领钱吧 ,1
13880,连芹菜都没听过，还成天装音乐爱好者那！ ,6
13881,哈哈哈哈哈钱没了 ,1
13882,二百年后这里什么也都不是/宇宙里有什么不是暂时？—《九龙公园游泳池》 ,6
13883,我家不在这星球，太深业力的地球。每当我望见星宿，我都不想逗留。《我们一起离开吧》我超喜欢 ,6
13884,555这个乐队是我的最爱，没有之一，所有的歌我几乎都会唱。作词作曲的阿p是个极其温柔的男人。 ,2
13885,爸爸的字体没有对齐难受 ,5
13886,原话是“感谢bulabula的公开招聘，女儿顺利与bula签约”你都把我气笑了 ,6
13887,在厕所里笑的不能行我说呢为啥中间空这么大 ,1
13888,我刚从厕所出来  在玩手机刚还跟我爸吐槽你们邮储的违约金贵呢 ,6
13889,明显炫富帖，弱弱问下mini好用么 ,6
13890,哈哈哈哈哈哈！哪有哪有~mini应该和iphone差不多吧，只是大了点。 ,1
13891,哈，开玩笑开玩笑，这个游戏我老是找不到是哪个版本的，好像很多款，还有个什么消灭满天星，什么消灭星啥的 ,1
13892,星星消除吧，哈哈哈。有两个版本都差不多你呢~ ,1
13893,肥减得咋样啦老太婆？你的青春貌似好远了 ,6
13894,除掉姨妈日，坚持了两星期了，快表扬我 ,2
13895,好吧，不错，够快了吧老娘现在做梦都是梦到自己有马甲线了 ,2
13896,烟雨兄，好动情，我可不会接，嘻嘻 ,1
13897,呵呵！雪儿谦虚了哦！ ,1
13898,我看烟雨兄写的好，我就复制啦给朋友看。朋友总结啦，嘻嘻 ,1
13899,呵呵！说的差不多呢。 ,1
13900,嗯，是的，烟雨兄，我下啦，祝你玩得开心 ,2
13901,哈是肉不健康不健康 ,6
13902,天天吃肉！！甜食，甜食，饮料饮料！！肥死我了 ,3
13903,那不正好可以长pp ,6
13904,蹭欧气哪天我也这么幸运就好了 ,6
13905,会哒会哒一定会哒，祝你好运哦 ,2
13906,收到祝福啦~开心 ,1
13907,哈哈哈不给它穿个小鞋鞋吗，感觉脚会很冷 ,1
13908,怕他不会走路了哈哈哈哈哈哈，玩一下就烤火去啦 ,1
13909,哈哈哈这样，注意保暖哦，多穿点衣服 ,1
13910,等你一更博肯定分钟过万，到时候又被拍死在沙滩上了。没有存在感 ,6
13911,宁愿被拍死只求哥来了 ,3
13912,哎。心里堵得难过死了。只要他好好的就好了吧。哎。 ,3
13913,我怎么觉得…他不参加…也挺好 ,6
13914,可能不能直视那时候土土的自己 ,6
13915,对啊，连我这种在他面前审美是浮云的姐姐，都不能直视 ,6
13916,说嚼槟榔不好没问题，但不要把中医药扯进来。如果有人说禁毒不利是因为西医院要用阿片酊，你们西医认账么？ ,5
13917,希望有一天大家都能正确认识中医其实卵用没有就好了 ,5
13918,放心吧，这一天永远不会到来。不过用不了多久，人们会发现没卵用的其实是中医黑们。 ,5
13919,只要社会发展大家都努力提高知识水平就好了 ,5
13920,奔奔观光团打卡干干净净的日系小仙女凭什么被他嫌弃！ ,5
13921,难过死了，真是气死我了 ,3
13922,大四的老阿姨告诉你这种在群里勾搭小学妹的学长都不是正经人提前认清了也省的以后被骗 ,5
13923,油皮用完第二天早上起来特别油 ,6
13924,那你现在感觉呢，用着怎么样 ,6
13925,现在这个季节用着不油了，但是提亮效果没有 ,6
13926,我也是买的小龙的付款前一直看图片饿死了 ,6
13927,刚刚菜鸟裹裹提示我海底捞的订单发货了？？？这也太真实了吧，半夜发货 ,6
13928,羡慕饿哭了满脑子都是小火锅迷人的样子 ,3
13929,北京的，到我这估计两三天还得，望眼欲穿 ,3
13930,干净吧，你就抱！ ,6
13931,我四姑家的狗，当然干净了，昨天晚上刚洗的澡，它现在在我家哦 ,6
13932,明天别碰我，我害怕！ ,4
13933,感谢让我居然认识这么好的你生日快乐！！ ,2
13934,你也要生快宝贝❤️ ,2
13935,好的！！感谢缘分！ ,1
13936,不错不错我之前也和朋友画过！ ,2
13937,哈哈哈哈哈我觉得好有意思画完还能带回家感觉还会再去哒 ,1
13938,是的上次和朋友去还送了snack和红酒挺不错的哈哈 ,1
13939,是啊，对山猫落井下石，一副老子就说你性骚扰有本事来告我的态度实在是让人敬仰。 ,5
13940,蛆的文化水平太低 ,5
13941,您水平高，能从一句话立判文化高低 ,5
13942,文化高的能看不出来张洋的恶毒？ ,5
13943,你就整天加群胡搞乱搞吧 ,6
13944,你家大白的群我为嘛不能加 ,6
13945,没有我就是鬼混，你还狡辩 ,6
13946,还没有去过永兴坊呢好玩不 ,6
13947,里面全是吃的全是人人人人人人人 ,6
13948,以前人贼少都是抖音带到。还不如宅家 ,6
13949,也就小号才这样了，大号雪女冻得你恶心 ,5
13950,魍魉雪女晕的你恶心我哪怕小号也经常被冻得妈都不认识 ,5
13951,经常怀疑我的抵抗套是不是没带，60的抵抗，每次都被冻，最气的事，对方兔子没冻住，我看到对面兔子跳舞就恶心 ,5
13952,放心，我当时答辩之前都没去过实验室，没见过老师 ,6
13953,可是俺选的是化学呀！论文都没法写了 ,3
13954,师姐能给你吧 ,6
13955,原来还能用keep打卡呢！我不知道 ,6
13956,是der～主页左上角有个跑步的小人 ,6
13957,酱紫～我用悦跑圈记录的keep可以手动记录不？ ,6
13958,跑步好像不能手动纪录我没发现这个功能 ,6
13959,不好意思，我觉得李也不是啥好人 ,5
13960,哈哈，你多大了，和小孩似的眼里只有好人和坏人之分吗 ,1
13961,小朋友，成年人的世界里只看钱，看什么好坏，钱有问题就是坏钱没问题就不坏，你自己看 ,5
13962,你婷不在，老褶子又炸了 ,6
13963,昨晚太心疼了，裁判太黑了，土耳其边攻硬实力又没有 ,5
13964,就是   不知道是不是老褶子和裁判八字不合 ,5
13965,不认得喔，和我现有的两个品种也不太一样。薄荷很好水培 ,6
13966,我发现它现在整个蔫了 ,6
13967,插水里怎么会马上蔫呢?鲜花买回来插水里也精神呀，搞不懂…等等看 ,6
13968,不容易啊终于到了～ ,6
13969,哈哈，等了好久终于等到了 ,1
13970,我从伦敦也寄了不懂何时到阿～ ,6
13971,最美的几年怎么能是最艰苦的几年呢，你可不能这样想哦应该去好好享受 ,6
13972,最美的学生时代已经过去了！刚工作的这几年应该是最艰苦的了~是吧 ,6
13973,挺过去就好啦，最艰苦的留给最年轻的自己也是合情合理的 ,6
13974,内心戏好多hhhh，天啦噜我这种非酋不知道何年何月可以凑到6k的票！ ,6
13975,不要紧慢慢来，我觉得酒吞应该还要一段时间～ ,6
13976,我爱吞吞，我感觉地藏和轮回我都快给吞吞凑齐了 ,6
13977,hhh祝你下把抽到吞吞 ,6
13978,吞吞小黑这种才是男友力爆棚啊！我就喜欢这种！汪汪汪！喵喵喵！ ,2
13979,是的男友力爆棚！而且感觉都是粗中有细的类型，外在随性不羁内里温柔！ ,2
13980,确实小鲜肉啊  哎  “过”字用的好  因为你也知道那只是曾经 ,3
13981,你分析的也是够透彻了 ,6
13982,嘿嘿  现在已经是诺一时代了 ,1
13983,我猜你一定也是先关注的刘烨，然后才注意到他有了诺一 ,6
13984,毕竟社长确实蛮帅的 ,2
13985,不算。我有时候还会看了一遍又一遍 ,6
13986,你都是个神经病 ,6
13987,我才没有神经病呢。只是想告诉你，你的行为很正常，目前正常，不知道迟点，可能就不正常咯 ,6
13988,就你一直都不正常 ,6
13989,不是小榛子了？ ,6
13990,现在好像还是。嗨吖好气啊，我想把名字改成手撕包菜怎么这么难呢？！！！！？ ,5
13991,目前改不了了，据说是狂按就行但是我试了我不行… ,6
13992,走自己的路''让别人说去吧'' ,6
13993,你去和别人闺密照个!! ,6
13994,不要''人家就要和你''怎么着''哈哈''咬我啊'' ,1
13995,你去和hh阿! ,6
13996,截你m呀，都是女人不想撕破脸，警告几句就得了，啥都是制造话题呵呵你mb ,5
13997,别说脏话，老兄，有句话叫“断人财路犹如杀人父母”对方要杀你父母了，你还给对方留脸是吗？呵呵 ,5
13998,你能把犹如当成真的你也是无敌了，你犹如一条狗一样呵呵 ,5
13999,全英文没字幕首映去看中间睡觉无数次醉了～好想弄清楚好多梗 ,6
14000,据说这部电影一般智商的人是看不懂滴 ,6
14001,想说重点在全英文没字幕。完全没听懂 ,6
14002,这个软件感觉好赞，还是你p图技术比较高啊不管了我也要去下个试试 ,2
14003,哈哈真的很好用的app ,1
14004,兴匆匆下下来但我发现好看的模版要付费，而且要25。贵的我心抽搐 ,3
14005,你这么高109斤？？ ,6
14006,每天减肥减的很辛苦！你都不足三位数，胸还这么大！！！ ,6
14007,友尽了要，我马上要109了的 ,6
14008,黑白丰息，为什么我会想到这个真希望一切小说都他俩拍 ,6
14009,哈哈，你的愿望能实现十分之一都不得了了 ,1
14010,他们有再合作的可能吗 ,6
14011,你这个反党反人民的叛贼，你这个美日的走狗，你不仅断了良心，你还要断子绝孙呀！ ,5
14012,辱骂和恐吓不是战斗，有理说理。说你两句不爱听的，就是美日走狗？那美帝发句话，有人屁颠屁颠第二天就办了算什么？ ,5
14013,你看见谁屁颠屁颠的了？反正我是不会辣么贱的讨好它们！ ,5
14014,他是gay。反正里面大部分都是都挺喜欢喜欢辩论的思路方向不过他真多好看啊 ,2
14015,恩我知道他是弯的，可还是挺喜欢他的，真的啊，里面直男真少 ,2
14016,所以奇葩  其实也没什么只是观念理解都不是奇葩觉得辩题有意思第一季还没看都说第一季好看喜欢蔡康永总结 ,2
14017,又来发照片勾引我老公 ,6
14018,妮妮呢，我的妮妮呢，我好想他 ,6
14019,你的妮妮并没有关注你 ,6
14020,他怕你发现我俩的秘密 ,6
14021,我每天的追求就是过完今天 ,6
14022,嘤嘤嘤，我拿我五年不谈恋爱换能去读个研究生 ,6
14023,哇肯定可以的呀  加油加油我滴宝贝 ,2
14024,童鞋您好，为了解决您的问题，邮差小易给您发了私信，请您移步私信查看一下喔，谢谢！ ,6
14025,哈哈哈哈我昨天就改了密码了，我没有抱怨你们服务不好，我就是烦那些盗号的 ,1
14026,后期您有任何问题，您都是可以随时联系我们的呢 ,6
14027,恭喜啊班长。好喜欢你老婆啊啊啊啊，笑好甜好漂亮！就是配你可惜了 ,2
14028,能不能好好说话了！！我不帅嘛！？ ,6
14029,帅帅帅真是为难死我了 ,2
14030,哈哈哈哈敢踩我峰哥不存在的 ,1
14031,哈哈哈哈哈哈饭圈小姐姐战斗力太强了，佩服佩服 ,1
14032,这都是爱啊电子竞技没有爱情的 ,6
